Product,Sub-product,Issue,Sub-issue,State,ZIP code,Company,Company response,Timely response?,Consumer disputed?,year_received,month_received,dayofweek_received,quarter_received,is_weekend,is_holiday_season,processing_days,same_day_processing,company_complaint_count,company_size,state_complaint_count,product_category,region
Debt Collection,"Other (Phone, Health Club, Etc.)",Improper Contact Or Sharing Of Info,Talked To A Third Party About My Debt,TX,76513,"National Credit Systems,Inc.",Closed with explanation,Yes,No,2015,1,2,1,0,0,1,0,50,medium,2380,debt,south
Debt Collection,"Other (Phone, Health Club, Etc.)",Taking/Threatening An Illegal Action,Threatened To Sue On Too Old Debt,VA,20176,Wells Fargo,Closed with explanation,Yes,No,2015,1,2,1,0,0,0,1,1430,enterprise,869,debt,south
Debt Collection,"Other (Phone, Health Club, Etc.)",Disclosure Verification Of Debt,Not Given Enough Info To Verify Debt,WA,98685,Encore Capital Group,Closed with non-monetary relief,Yes,No,2015,1,2,1,0,0,1,0,392,enterprise,509,debt,west
Bank Account Or Service,Checking Account,Using A Debit Or Atm Card,Not Specified,AZ,85718,Pnc Bank,Closed with explanation,Yes,No,2015,1,2,1,0,0,6,0,237,enterprise,578,banking,west
Mortgage,Other Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,CA,93536,"Bayview Loan Servicing, Llc",Closed with explanation,Yes,Yes,2015,1,2,1,0,0,5,0,90,large,3859,mortgage,west
Student Loan,Non-Federal Student Loan,Dealing With My Lender Or Servicer,Not Specified,PA,19148,Navient,Closed with explanation,Yes,No,2015,1,2,1,0,0,1,0,368,enterprise,1055,loan,northeast
Credit Card,Not Specified,Credit Card Protection / Debt Protection,Not Specified,CO,80535,Jpmorgan Chase,Closed with explanation,Yes,No,2015,1,2,1,0,0,1,0,1272,enterprise,483,credit,west
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Reinserted Previously Deleted Info,CA,90250,Transunion,Closed with explanation,Yes,No,2015,1,2,1,0,0,1,0,1525,enterprise,3859,credit,west
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Status,TX,76116,Equifax,Closed with explanation,Yes,No,2015,1,2,1,0,0,21,0,2049,enterprise,2380,credit,south
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Personal Information,TX,75232,Experian,Closed with non-monetary relief,Yes,Yes,2015,1,2,1,0,0,2,0,1940,enterprise,2380,credit,south
Mortgage,Other Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,OK,73127,Land/Home Financial Services,Closed with explanation,Yes,No,2015,1,2,1,0,0,8,0,2,small,207,mortgage,south
Debt Collection,"Other (Phone, Health Club, Etc.)",Communication Tactics,Frequent Or Repeated Calls,TN,77053,Hillcrest Davidson & Assoc,Closed with explanation,No,No,2015,1,2,1,0,0,5,0,11,medium,473,debt,south
Debt Collection,Not Specified,Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,NY,11206,Allied Interstate Llc,Closed with non-monetary relief,Yes,No,2015,1,2,1,0,0,5,0,86,large,1846,debt,northeast
Mortgage,Conventional Fixed Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,FL,32805,Wells Fargo,Closed with explanation,Yes,No,2015,1,2,1,0,0,0,1,1430,enterprise,2592,mortgage,south
Mortgage,Reverse Mortgage,Settlement Process And Costs,Not Specified,CA,92029,Onewest Bank,Closed with explanation,Yes,Yes,2015,1,2,1,0,0,5,0,33,medium,3859,mortgage,west
Bank Account Or Service,Other Bank Product/Service,Problems Caused By My Funds Being Low,Not Specified,Unknown,96819,Pnc Bank,Closed with explanation,Yes,No,2015,1,2,1,0,0,0,1,237,enterprise,421,banking,unknown
Debt Collection,Credit Card,Cont'D Attempts Collect Debt Not Owed,Debt Was Paid,NJ,7051,Citibank,Closed with explanation,Yes,No,2015,1,2,1,0,0,5,0,1016,enterprise,1113,debt,northeast
Debt Collection,Credit Card,Cont'D Attempts Collect Debt Not Owed,Debt Was Paid,NJ,7051,Encore Capital Group,Closed with explanation,Yes,No,2015,1,2,1,0,0,5,0,392,enterprise,1113,debt,northeast
Debt Collection,Credit Card,Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,ID,83401,U.S. Bancorp,Closed with explanation,Yes,Yes,2015,1,2,1,0,0,0,1,429,enterprise,115,debt,west
Debt Collection,Payday Loan,Communication Tactics,Frequent Or Repeated Calls,AL,35160,Direct Financial Solutions Llc,Closed with explanation,Yes,No,2015,1,2,1,0,0,0,1,31,medium,358,debt,south
Debt Collection,Not Specified,Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,GA,30092,Direct Financial Solutions Llc,Closed with explanation,Yes,No,2015,1,2,1,0,0,0,1,31,medium,1146,debt,south
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Status,TX,76116,Experian,In progress,Yes,No,2015,1,2,1,0,0,21,0,1940,enterprise,2380,credit,south
Mortgage,Conventional Fixed Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,MD,20732,Stonegate Mortgage Corporation,Closed with non-monetary relief,Yes,No,2015,1,2,1,0,0,0,1,9,small,791,mortgage,south
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Status,TX,76116,Transunion,Closed with explanation,Yes,No,2015,1,2,1,0,0,21,0,1525,enterprise,2380,credit,south
Debt Collection,Medical,Cont'D Attempts Collect Debt Not Owed,Debt Was Paid,FL,33180,"Harvard Collections, Llc",Closed,Yes,No,2015,1,2,1,0,0,5,0,19,medium,2592,debt,south
Mortgage,Conventional Fixed Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,RI,2905,Seterus,Closed with explanation,Yes,No,2015,1,2,1,0,0,0,1,111,large,89,mortgage,northeast
Debt Collection,Medical,Disclosure Verification Of Debt,Right To Dispute Notice Not Received,CA,95014,"Stanislaus Credit Control Service, Inc.",Closed,Yes,No,2015,1,2,1,0,0,0,1,3,small,3859,debt,west
Debt Collection,Credit Card,Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,ID,83401,"Harvest Credit Management Vii, Llc",Closed with explanation,Yes,No,2015,1,2,1,0,0,0,1,1,small,115,debt,west
Debt Collection,"Other (Phone, Health Club, Etc.)",Communication Tactics,Frequent Or Repeated Calls,MO,63385,"I.C. System, Inc.",Closed with explanation,Yes,No,2015,1,2,1,0,0,0,1,71,large,409,debt,midwest
Debt Collection,"Other (Phone, Health Club, Etc.)",Communication Tactics,Called After Sent Written Cease Of Comm,TX,76020,"Portfolio Recovery Associates, Inc.",Closed with explanation,Yes,Yes,2015,1,2,1,0,0,5,0,229,enterprise,2380,debt,south
Payday Loan,Not Specified,Received A Loan I Didn'T Apply For,Not Specified,TX,78254,Direct Financial Solutions Llc,Closed with explanation,Yes,No,2015,1,2,1,0,0,1,0,31,medium,2380,loan,south
Consumer Loan,Installment Loan,Taking Out The Loan Or Lease,Not Specified,TX,78254,Speedy Cash Holdings,Closed,Yes,No,2015,1,2,1,0,0,5,0,39,medium,2380,loan,south
Credit Reporting,Not Specified,Credit Reporting Company'S Investigation,Inadequate Help Over The Phone,PA,17404,Transunion,Closed with explanation,Yes,No,2015,1,2,1,0,0,6,0,1525,enterprise,1055,credit,northeast
Debt Collection,"Other (Phone, Health Club, Etc.)",Cont'D Attempts Collect Debt Not Owed,Debt Was Paid,TX,79763,Receivables Performance Management Llc,Closed with explanation,Yes,No,2015,1,2,1,0,0,5,0,52,large,2380,debt,south
Debt Collection,"Other (Phone, Health Club, Etc.)",Disclosure Verification Of Debt,Not Given Enough Info To Verify Debt,GA,30058,"Mccullough Payne & Haan, Llc",Closed with explanation,No,No,2015,1,2,1,0,0,5,0,2,small,1146,debt,south
Mortgage,Conventional Adjustable Mortgage (Arm),"Loan Modification,Collection,Foreclosure",Not Specified,FL,33055,Selene Finance,Closed with explanation,Yes,No,2015,1,2,1,0,0,0,1,41,medium,2592,mortgage,south
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Public Record,CA,94534,Equifax,Closed with non-monetary relief,Yes,No,2015,1,2,1,0,0,0,1,2049,enterprise,3859,credit,west
Mortgage,Conventional Fixed Mortgage,Credit Decision / Underwriting,Not Specified,NJ,7083,Seterus,Closed with explanation,Yes,No,2015,1,2,1,0,0,0,1,111,large,1113,mortgage,northeast
Mortgage,Other Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,MI,49738,Citibank,Closed with explanation,Yes,No,2015,1,2,1,0,0,2,0,1016,enterprise,694,mortgage,midwest
Mortgage,Other Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,NY,11377,Rushmore Loan Management Services Llc,Closed with explanation,Yes,No,2015,1,2,1,0,0,5,0,38,medium,1846,mortgage,northeast
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Information Is Not Mine,GA,30034,Equifax,Closed with explanation,Yes,No,2015,1,2,1,0,0,0,1,2049,enterprise,1146,credit,south
Credit Card,Not Specified,Closing/Cancelling Account,Not Specified,MO,63141,Ge Capital Retail,Closed with explanation,Yes,No,2015,1,2,1,0,0,5,0,481,enterprise,409,credit,midwest
Mortgage,Other Mortgage,"Application, Originator, Mortgage Broker",Not Specified,CA,95963,U.S. Bancorp,Closed with non-monetary relief,Yes,No,2015,1,2,1,0,0,1,0,429,enterprise,3859,mortgage,west
Debt Collection,Medical,Communication Tactics,Frequent Or Repeated Calls,OK,74115,Tulsa Adjustment Bureau,Closed with explanation,Yes,No,2015,1,2,1,0,0,6,0,2,small,207,debt,south
Debt Collection,"Other (Phone, Health Club, Etc.)",Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,VA,23140,"Enhanced Recovery Company, Llc",Closed with non-monetary relief,Yes,No,2015,1,2,1,0,0,6,0,396,enterprise,869,debt,south
Mortgage,Conventional Fixed Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,PA,15642,M&T Bank,Closed with explanation,Yes,Yes,2015,1,2,1,0,0,0,1,93,large,1055,mortgage,northeast
Consumer Loan,Installment Loan,Problems When You Are Unable To Pay,Not Specified,MS,39206,Tower Loan,Closed with explanation,Yes,No,2015,1,2,1,0,0,5,0,10,small,159,loan,south
Bank Account Or Service,Checking Account,Deposits And Withdrawals,Not Specified,FL,33617,Regions,Closed with explanation,Yes,Yes,2015,1,2,1,0,0,0,1,83,large,2592,banking,south
Mortgage,Conventional Fixed Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,GA,30094,Nationstar Mortgage,Closed with explanation,Yes,No,2015,1,2,1,0,0,0,1,749,enterprise,1146,mortgage,south
Debt Collection,Auto,Disclosure Verification Of Debt,Right To Dispute Notice Not Received,FL,32861,Encore Capital Group,Closed with explanation,Yes,Yes,2015,1,2,1,0,0,6,0,392,enterprise,2592,debt,south
Mortgage,Fha Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,OH,44646,Ocwen,Closed with explanation,Yes,No,2015,1,2,1,0,0,0,1,934,enterprise,939,mortgage,midwest
Student Loan,Non-Federal Student Loan,Dealing With My Lender Or Servicer,Not Specified,NY,11501,Navient,Closed with explanation,Yes,No,2015,1,2,1,0,0,5,0,368,enterprise,1846,loan,northeast
Mortgage,Other Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,SC,29810,Ocwen,In progress,Yes,No,2015,1,2,1,0,0,2,0,934,enterprise,441,mortgage,south
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Status,MA,2360,Transunion,Closed with explanation,Yes,Yes,2015,1,2,1,0,0,0,1,1525,enterprise,512,credit,northeast
Payday Loan,Not Specified,Charged Bank Acct Wrong Day Or Amt,Not Specified,OH,45601,"Zoa, Llc",Closed with explanation,Yes,Yes,2015,1,2,1,0,0,5,0,2,small,939,loan,midwest
Payday Loan,Not Specified,Charged Fees Or Interest I Didn'T Expect,Not Specified,OH,45601,Ace Cash Express Inc.,Closed with explanation,Yes,No,2015,1,2,1,0,0,0,1,53,large,939,loan,midwest
Credit Reporting,Not Specified,Unable To Get Credit Report/Credit Score,Problem Getting Report Or Credit Score,MN,89115,Equifax,Closed with explanation,Yes,Yes,2015,1,2,1,0,0,5,0,2049,enterprise,311,credit,midwest
Mortgage,Fha Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,CA,96099,Seterus,Closed with explanation,Yes,Yes,2015,1,2,1,0,0,5,0,111,large,3859,mortgage,west
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Status,WI,53147,Equifax,Closed with explanation,Yes,No,2015,1,2,1,0,0,0,1,2049,enterprise,351,credit,midwest
Debt Collection,Not Specified,Communication Tactics,Frequent Or Repeated Calls,CA,95838,Allied Interstate Llc,Closed with non-monetary relief,Yes,No,2015,1,2,1,0,0,0,1,86,large,3859,debt,west
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Information Is Not Mine,WY,82426,Experian,In progress,Yes,No,2015,1,2,1,0,0,42,0,1940,enterprise,30,credit,west
Mortgage,Other Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,MI,48227,Wells Fargo,Closed with explanation,Yes,Yes,2015,1,2,1,0,0,5,0,1430,enterprise,694,mortgage,midwest
Mortgage,Conventional Adjustable Mortgage (Arm),Credit Decision / Underwriting,Not Specified,FL,33178,Jpmorgan Chase,In progress,Yes,No,2015,1,2,1,0,0,9,0,1272,enterprise,2592,mortgage,south
Mortgage,Home Equity Loan Or Line Of Credit,"Loan Modification,Collection,Foreclosure",Not Specified,CA,91505,Pnc Bank,In progress,Yes,No,2015,1,2,1,0,0,5,0,237,enterprise,3859,mortgage,west
Mortgage,Conventional Adjustable Mortgage (Arm),"Loan Modification,Collection,Foreclosure",Not Specified,CA,91505,Jpmorgan Chase,Closed with explanation,Yes,No,2015,1,2,1,0,0,0,1,1272,enterprise,3859,mortgage,west
Mortgage,Other Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,OH,45211,Navy Fcu,Closed with explanation,Yes,No,2015,1,2,1,0,0,2,0,62,large,939,mortgage,midwest
Bank Account Or Service,Checking Account,Deposits And Withdrawals,Not Specified,CA,90061,Wells Fargo,Closed with explanation,Yes,No,2015,1,2,1,0,0,1,0,1430,enterprise,3859,banking,west
Student Loan,Non-Federal Student Loan,Dealing With My Lender Or Servicer,Not Specified,MD,21046,Navient,Closed with explanation,Yes,No,2015,1,2,1,0,0,0,1,368,enterprise,791,loan,south
Mortgage,Conventional Fixed Mortgage,"Application, Originator, Mortgage Broker",Not Specified,CA,92831,Ocwen,Closed with explanation,Yes,No,2015,1,2,1,0,0,0,1,934,enterprise,3859,mortgage,west
Bank Account Or Service,Other Bank Product/Service,"Account Opening, Closing, Or Management",Not Specified,MI,48067,Citibank,Closed with explanation,Yes,Yes,2015,1,2,1,0,0,0,1,1016,enterprise,694,banking,midwest
Credit Reporting,Not Specified,Credit Reporting Company'S Investigation,Problem With Statement Of Dispute,NJ,8872,Equifax,Closed with non-monetary relief,Yes,No,2015,1,2,1,0,0,0,1,2049,enterprise,1113,credit,northeast
Bank Account Or Service,Other Bank Product/Service,"Account Opening, Closing, Or Management",Not Specified,MI,48067,Bank Of America,Closed with explanation,Yes,No,2015,1,2,1,0,0,0,1,1518,enterprise,694,banking,midwest
Bank Account Or Service,Other Bank Product/Service,"Account Opening, Closing, Or Management",Not Specified,MI,48067,The Huntington National Bank,Closed with explanation,Yes,Yes,2015,1,2,1,0,0,0,1,55,large,694,banking,midwest
Bank Account Or Service,Checking Account,Problems Caused By My Funds Being Low,Not Specified,NJ,8701,Bank Of America,Closed with explanation,Yes,No,2015,1,2,1,0,0,2,0,1518,enterprise,1113,banking,northeast
Bank Account Or Service,Checking Account,Problems Caused By My Funds Being Low,Not Specified,NC,28026,Suntrust Bank,Closed with monetary relief,Yes,No,2015,1,2,1,0,0,2,0,184,large,764,banking,south
Mortgage,Fha Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,FL,32526,Citibank,Closed with explanation,Yes,No,2015,1,2,1,0,0,0,1,1016,enterprise,2592,mortgage,south
Mortgage,Conventional Fixed Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,TX,77583,Bank Of America,Closed with explanation,Yes,No,2015,1,2,1,0,0,0,1,1518,enterprise,2380,mortgage,south
Mortgage,Other Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,FL,34974,Seterus,Closed with explanation,Yes,No,2015,1,2,1,0,0,5,0,111,large,2592,mortgage,south
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Information Is Not Mine,IA,52632,Equifax,Closed with explanation,Yes,No,2015,1,2,1,0,0,0,1,2049,enterprise,141,credit,midwest
Credit Card,Not Specified,Billing Statement,Not Specified,NV,89128,Citibank,Closed with explanation,Yes,Yes,2015,1,2,1,0,0,1,0,1016,enterprise,351,credit,west
Debt Collection,Not Specified,False Statements Or Representation,Indicated Committed Crime Not Paying,NJ,7843,Niagara Portfolio Solutions Llc,Closed with explanation,Yes,Yes,2015,1,2,1,0,0,0,1,28,medium,1113,debt,northeast
Mortgage,Conventional Adjustable Mortgage (Arm),"Application, Originator, Mortgage Broker",Not Specified,Unknown,1571,Provident Funding,Closed with explanation,Yes,No,2015,1,2,1,0,0,0,1,8,small,421,mortgage,unknown
Credit Card,Not Specified,Other,Not Specified,SC,29171,Atlanticus Services Corporation,Closed with monetary relief,Yes,No,2015,1,2,1,0,0,0,1,10,small,441,credit,south
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Reinserted Previously Deleted Info,CA,90250,Equifax,Closed with explanation,Yes,No,2015,1,2,1,0,0,1,0,2049,enterprise,3859,credit,west
Mortgage,Other Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,VA,22101,Morgan Stanley,Closed with explanation,Yes,Yes,2015,1,2,1,0,0,8,0,5,small,869,mortgage,south
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Status,ID,83835,Equifax,Closed with explanation,Yes,No,2015,1,2,1,0,0,0,1,2049,enterprise,115,credit,west
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Status,TX,78723,Transunion,Closed with explanation,Yes,No,2015,1,2,1,0,0,14,0,1525,enterprise,2380,credit,south
Credit Reporting,Not Specified,Credit Reporting Company'S Investigation,Inadequate Help Over The Phone,FL,33614,Equifax,Closed with explanation,Yes,Yes,2015,1,2,1,0,0,3,0,2049,enterprise,2592,credit,south
Mortgage,Fha Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,PA,16833,Bank Of America,Closed with non-monetary relief,Yes,No,2015,1,2,1,0,0,0,1,1518,enterprise,1055,mortgage,northeast
Mortgage,Conventional Adjustable Mortgage (Arm),"Loan Modification,Collection,Foreclosure",Not Specified,FL,33415,"Green Tree Servicing, Llc",Closed with explanation,Yes,Yes,2015,1,2,1,0,0,1,0,399,enterprise,2592,mortgage,south
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Information Is Not Mine,IA,52632,Transunion,Closed with explanation,Yes,No,2015,1,2,1,0,0,1,0,1525,enterprise,141,credit,midwest
Debt Collection,"Other (Phone, Health Club, Etc.)",Taking/Threatening An Illegal Action,Seized/Attempted To Seize Property,VA,20176,Nations Recovery Center,Closed with non-monetary relief,Yes,Yes,2015,1,2,1,0,0,0,1,8,small,869,debt,south
Mortgage,Conventional Adjustable Mortgage (Arm),"Loan Modification,Collection,Foreclosure",Not Specified,FL,33016,Wells Fargo,Closed with explanation,Yes,No,2015,1,2,1,0,0,0,1,1430,enterprise,2592,mortgage,south
Mortgage,Other Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,VA,22202,Ocwen,Closed with explanation,Yes,Yes,2015,1,2,1,0,0,0,1,934,enterprise,869,mortgage,south
